title;year;volume;issue;journal;language;family;subgroup;mono_multilingual;topic;country;region;continent;coder;inclusion
Lexical tone variation and spoken word recognition in preschool children: effects of perceptual salience;2017;44;4;JCL;Mandarin;Sino-Tibetan;non-Indo-European;mono (NR);Phonology;Singapore;southeasternasia;Others;MK;included
Phonological acquisition of Korean consonants in conversational speech produced by young Korean children;2017;44;4;JCL;Korean;Koreanic;non-Indo-European;mono;Phonology;United States;northamerica;North America;MK;included
Phonological acquisition of Korean consonants in conversational speech produced by young Korean children;2017;44;4;JCL;Korean;Koreanic;non-Indo-European;mono;Phonology;South Korea;easternasia;Others;MK;included
Pragmatic inferences in context: learning to interpret contrastive prosody;2017;44;4;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;United States;northamerica;North America;MK;included
Pragmatic inferences in context: learning to interpret contrastive prosody;2017;44;4;JCL;English;Indo-European;English;mono (NR);Phonology;United States;northamerica;North America;MK;included
Prosodic differences between declaratives and interrogatives in infant-directed speech;2017;44;4;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Prosodic differences between declaratives and interrogatives in infant-directed speech;2017;44;4;JCL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Variations in the recruitment of syntactic knowledge contribute to SES differences in syntactic development;2017;44;4;JCL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
Variations in the recruitment of syntactic knowledge contribute to SES differences in syntactic development;2017;44;4;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Variations in the recruitment of syntactic knowledge contribute to SES differences in syntactic development;2017;44;4;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Morphosyntax;Italy;southerneurope;Europe;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Morphosyntax;China;easternasia;Others;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;China;easternasia;Others;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;Australia;australia_and_new_zealand;Others;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Language and Cognition;Italy;southerneurope;Europe;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Language and Cognition;China;easternasia;Others;MK;included
Children’s on-line processing of epistemic modals;2017;44;5;JCL;English;Indo-European;English;NR;Language and Cognition;Australia;australia_and_new_zealand;Others;MK;included
How salient are onomatopoeia in the early input? A prosodic analysis of infant-directed speech;2017;44;5;JCL;English;Indo-European;English;NR;Phonology;United Kingdom;northerneurope;Europe;MK;included
Infant-directed speech (IDS) vowel clarity and child language outcomes;2017;44;5;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Infant-directed speech (IDS) vowel clarity and child language outcomes;2017;44;5;JCL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Infant-directed speech (IDS) vowel clarity and child language outcomes;2017;44;5;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Is prosodic production driven by lexical development? Longitudinal evidence from babble and words;2017;44;5;JCL;Dutch;Indo-European;other Indo-European;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Is prosodic production driven by lexical development? Longitudinal evidence from babble and words;2017;44;5;JCL;Dutch;Indo-European;other Indo-European;mono;Vocabulary and Semantics;Belgium;westerneurope;Europe;MK;included
Is prosodic production driven by lexical development? Longitudinal evidence from babble and words;2017;44;5;JCL;Dutch;Indo-European;other Indo-European;mono;Phonology;United Kingdom;northerneurope;Europe;MK;included
Is prosodic production driven by lexical development? Longitudinal evidence from babble and words;2017;44;5;JCL;Dutch;Indo-European;other Indo-European;mono;Phonology;Belgium;westerneurope;Europe;MK;included
Mental states and activities in Danish narratives: children with autism and children with language impairment;2017;44;5;JCL;Danish;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Denmark;northerneurope;Europe;MK;included
Mental states and activities in Danish narratives: children with autism and children with language impairment;2017;44;5;JCL;Danish;Indo-European;other Indo-European;NR;Language and Cognition;Denmark;northerneurope;Europe;MK;included
Mental states and activities in Danish narratives: children with autism and children with language impairment;2017;44;5;JCL;Danish;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Denmark;northerneurope;Europe;MK;included
Mental states and activities in Danish narratives: children with autism and children with language impairment;2017;44;5;JCL;Danish;Indo-European;other Indo-European;NR;Morphosyntax;Denmark;northerneurope;Europe;MK;included
Mental states and activities in Danish narratives: children with autism and children with language impairment;2017;44;5;JCL;Danish;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Denmark;northerneurope;Europe;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Morphosyntax;China;easternasia;Others;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Morphosyntax;Canada;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Morphosyntax;United States;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Phonology;China;easternasia;Others;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Phonology;Canada;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Phonology;United States;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Language and Cognition;China;easternasia;Others;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Language and Cognition;Canada;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Language and Cognition;United States;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;China;easternasia;Others;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;China;easternasia;Others;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
Morphological awareness as a function of semantics, phonology, and orthography and as a predictor of reading comprehension in Chinese;2017;44;5;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Multimodal infant-directed communication: how caregivers combine tactile and linguistic cues;2017;44;5;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Multimodal infant-directed communication: how caregivers combine tactile and linguistic cues;2017;44;5;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Multimodal infant-directed communication: how caregivers combine tactile and linguistic cues;2017;44;5;JCL;English;Indo-European;English;mono;Non-verbal communication;United States;northamerica;North America;MK;included
Multimodal infant-directed communication: how caregivers combine tactile and linguistic cues;2017;44;5;JCL;English;Indo-European;English;mono;Non-verbal communication;France;westerneurope;Europe;MK;included
Non-adjacent consonant sequence patterns in English target words during the first-word period;2017;44;5;JCL;English;Indo-European;English;mono;Phonology;United States;northamerica;North America;MK;included
Non-adjacent consonant sequence patterns in English target words during the first-word period;2017;44;5;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Optimistic expectations about communication explain children’s difficulties in hiding, lying, and mistrusting liars;2017;44;5;JCL;French;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
Optimistic expectations about communication explain children’s difficulties in hiding, lying, and mistrusting liars;2017;44;5;JCL;French;Indo-European;other Indo-European;NR;Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Optimistic expectations about communication explain children’s difficulties in hiding, lying, and mistrusting liars;2017;44;5;JCL;French;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Hungary;easterneurope;Europe;MK;included
Optimistic expectations about communication explain children’s difficulties in hiding, lying, and mistrusting liars;2017;44;5;JCL;French;Indo-European;other Indo-European;NR;Language and Cognition;Germany;westerneurope;Europe;MK;included
Optimistic expectations about communication explain children’s difficulties in hiding, lying, and mistrusting liars;2017;44;5;JCL;French;Indo-European;other Indo-European;NR;Language and Cognition;France;westerneurope;Europe;MK;included
Optimistic expectations about communication explain children’s difficulties in hiding, lying, and mistrusting liars;2017;44;5;JCL;French;Indo-European;other Indo-European;NR;Language and Cognition;Hungary;easterneurope;Europe;MK;included
Six-year-olds’ learning of novel words through addressed and overheard speech;2017;44;5;JCL;Dutch;Indo-European;other Indo-European;mono (NR);Vocabulary and Semantics;Belgium;westerneurope;Europe;MK;included
Still not adult-like: lexical stress contrastivity in word productions of eight- to eleven-year-olds;2017;44;5;JCL;English;Indo-European;English;NR;Phonology;Australia;australia_and_new_zealand;Others;MK;included
Acquisition of nouns and verbs in Italian pre-school children;2017;44;6;JCL;Italian;Indo-European;other Indo-European;mono (NR);Morphosyntax;Italy;southerneurope;Europe;MK;included
Acquisition of nouns and verbs in Italian pre-school children;2017;44;6;JCL;Italian;Indo-European;other Indo-European;mono (NR);Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
Acquisition of nouns and verbs in Italian pre-school children;2017;44;6;JCL;Italian;Indo-European;other Indo-European;mono (NR);Language and Cognition;Italy;southerneurope;Europe;MK;included
Acquisition of nouns and verbs in Italian pre-school children;2017;44;6;JCL;Italian;Indo-European;other Indo-European;mono (NR);Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
Assessing understanding of relative clauses: a comparison of multiple-choice comprehension versus sentence repetition;2017;44;6;JCL;English;Indo-European;English;mono (NR);Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Assessing understanding of relative clauses: a comparison of multiple-choice comprehension versus sentence repetition;2017;44;6;JCL;English;Indo-European;English;mono (NR);Language and Cognition;Ireland;northerneurope;Europe;MK;included
Assessing understanding of relative clauses: a comparison of multiple-choice comprehension versus sentence repetition;2017;44;6;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Assessing understanding of relative clauses: a comparison of multiple-choice comprehension versus sentence repetition;2017;44;6;JCL;English;Indo-European;English;mono (NR);Morphosyntax;Ireland;northerneurope;Europe;MK;included
Hebrew verbal passives in Later Language Development: the interface of register and verb morphology;2017;44;6;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Morphosyntax;Israel;westernasia;Others;MK;included
Hebrew verbal passives in Later Language Development: the interface of register and verb morphology;2017;44;6;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Pragmatics and Discourse;Israel;westernasia;Others;MK;included
Minding the gaps: literacy enhances lexical segmentation in children learning to read;2017;44;6;JCL;Hebrew;Afro-Asiatic;non-Indo-European;NR;Vocabulary and Semantics;Israel;westernasia;Others;MK;included
Minding the gaps: literacy enhances lexical segmentation in children learning to read;2017;44;6;JCL;Hebrew;Afro-Asiatic;non-Indo-European;NR;Morphosyntax;Israel;westernasia;Others;MK;included
Minding the gaps: literacy enhances lexical segmentation in children learning to read;2017;44;6;JCL;Hebrew;Afro-Asiatic;non-Indo-European;NR;Language and Cognition;Israel;westernasia;Others;MK;included
Observing iconic gestures enhances word learning in typically developing children and children with specific language impairment;2017;44;6;JCL;German;Indo-European;other Indo-European;mono;Non-verbal communication;Germany;westerneurope;Europe;MK;included
Observing iconic gestures enhances word learning in typically developing children and children with specific language impairment;2017;44;6;JCL;German;Indo-European;other Indo-European;mono;Vocabulary and Semantics;Germany;westerneurope;Europe;MK;included
The development of categorical perception of Mandarin tones in four- to seven-year-old children;2017;44;6;JCL;Mandarin;Sino-Tibetan;non-Indo-European;mono (NR);Phonology;China;easternasia;Others;MK;included
The development of categorical perception of Mandarin tones in four- to seven-year-old children;2017;44;6;JCL;Mandarin;Sino-Tibetan;non-Indo-European;mono (NR);Phonology;China;easternasia;Others;MK;included
The development of categorical perception of Mandarin tones in four- to seven-year-old children;2017;44;6;JCL;Mandarin;Sino-Tibetan;non-Indo-European;mono (NR);Language and Cognition;China;easternasia;Others;MK;included
The development of categorical perception of Mandarin tones in four- to seven-year-old children;2017;44;6;JCL;Mandarin;Sino-Tibetan;non-Indo-European;mono (NR);Language and Cognition;China;easternasia;Others;MK;included
The effect of shyness on children’s formation and retention of novel word–object mappings;2017;44;6;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
The effect of shyness on children’s formation and retention of novel word–object mappings;2017;44;6;JCL;English;Indo-European;English;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
The emergence of phonetic categories in Korean–English bilingual children;2017;44;6;JCL;Korean;Koreanic;non-Indo-European;both;Language and Cognition;United States;northamerica;North America;MK;included
The emergence of phonetic categories in Korean–English bilingual children;2017;44;6;JCL;English;Indo-European;English;both;Phonology;United States;northamerica;North America;MK;included
The emergence of phonetic categories in Korean–English bilingual children;2017;44;6;JCL;English;Indo-European;English;both;Language and Cognition;United States;northamerica;North America;MK;included
The emergence of phonetic categories in Korean–English bilingual children;2017;44;6;JCL;Korean;Koreanic;non-Indo-European;both;Phonology;United States;northamerica;North America;MK;included
Underlying manifestations of developmental phonological disorders in French-speaking pre-schoolers;2017;44;6;JCL;French;Indo-European;other Indo-European;both;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
Underlying manifestations of developmental phonological disorders in French-speaking pre-schoolers;2017;44;6;JCL;French;Indo-European;other Indo-European;both;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Underlying manifestations of developmental phonological disorders in French-speaking pre-schoolers;2017;44;6;JCL;French;Indo-European;other Indo-European;both;Phonology;Canada;northamerica;North America;MK;included
Underlying manifestations of developmental phonological disorders in French-speaking pre-schoolers;2017;44;6;JCL;French;Indo-European;other Indo-European;both;Phonology;United States;northamerica;North America;MK;included
Underlying manifestations of developmental phonological disorders in French-speaking pre-schoolers;2017;44;6;JCL;French;Indo-European;other Indo-European;both;Language and Cognition;Canada;northamerica;North America;MK;included
Underlying manifestations of developmental phonological disorders in French-speaking pre-schoolers;2017;44;6;JCL;French;Indo-European;other Indo-European;both;Language and Cognition;United States;northamerica;North America;MK;included
“That's really clever!” Ironic hyperbole understanding in children;2018;45;1;JCL;French;Indo-European;other Indo-European;NR;Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Phonology;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Phonology;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Phonology;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Phonology;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Morphosyntax;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Morphosyntax;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Phonology;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Phonology;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Morphosyntax;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;German;Indo-European;other Indo-European;mono (NR);Morphosyntax;Germany;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Acquisition of prosodic focus marking by English, French, and German three-, four-, five- and six-year-olds;2018;45;1;JCL;French;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
Assessing the impact of conversational overlap in content on child language growth;2018;45;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;Australia;australia_and_new_zealand;Others;MK;included
Assessing the impact of conversational overlap in content on child language growth;2018;45;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Assessing the impact of conversational overlap in content on child language growth;2018;45;1;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;Australia;australia_and_new_zealand;Others;MK;included
Assessing the impact of conversational overlap in content on child language growth;2018;45;1;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Assessing the impact of conversational overlap in content on child language growth;2018;45;1;JCL;English;Indo-European;English;NR;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
Assessing the impact of conversational overlap in content on child language growth;2018;45;1;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;Netherlands;westerneurope;Europe;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;France;westerneurope;Europe;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;Australia;australia_and_new_zealand;Others;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;Netherlands;westerneurope;Europe;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;France;westerneurope;Europe;MK;included
Children's comprehension of plural predicate conjunction;2018;45;1;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Dense home-based recordings reveal typical and atypical development of tense/aspect in a child with delayed language development;2018;45;1;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Language and Cognition;China;easternasia;Others;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Language and Cognition;Australia;australia_and_new_zealand;Others;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Language and Cognition;China;easternasia;Others;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Morphosyntax;China;easternasia;Others;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Four-year-old Cantonese-speaking children's online processing of relative clauses: a permutation analysis;2018;45;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono;Morphosyntax;China;easternasia;Others;MK;included
In few words: linguistic gap but adequate narrative structure in preschool bilingual children;2018;45;1;JCL;Italian;Indo-European;other Indo-European;both;Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
In few words: linguistic gap but adequate narrative structure in preschool bilingual children;2018;45;1;JCL;Italian;Indo-European;other Indo-European;both;Morphosyntax;Italy;southerneurope;Europe;MK;included
In few words: linguistic gap but adequate narrative structure in preschool bilingual children;2018;45;1;JCL;Italian;Indo-European;other Indo-European;both;Language and Cognition;Italy;southerneurope;Europe;MK;included
In few words: linguistic gap but adequate narrative structure in preschool bilingual children;2018;45;1;JCL;Italian;Indo-European;other Indo-European;both;Pragmatics and Discourse;Italy;southerneurope;Europe;MK;included
In few words: linguistic gap but adequate narrative structure in preschool bilingual children;2018;45;1;JCL;Italian;Indo-European;other Indo-European;both;Phonology;Italy;southerneurope;Europe;MK;included
Not committing has its advantages: facilitating children's comprehension of object filler–gap dependencies is one of them;2018;45;1;JCL;French;Indo-European;other Indo-European;NR;Morphosyntax;Switzerland;westerneurope;Europe;MK;included
Not committing has its advantages: facilitating children's comprehension of object filler–gap dependencies is one of them;2018;45;1;JCL;French;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Switzerland;westerneurope;Europe;MK;included
Not committing has its advantages: facilitating children's comprehension of object filler–gap dependencies is one of them;2018;45;1;JCL;French;Indo-European;other Indo-European;NR;Language and Cognition;Switzerland;westerneurope;Europe;MK;included
Preposition accuracy on a sentence repetition task in school age Spanish–English bilinguals;2018;45;1;JCL;Spanish;Indo-European;other Indo-European;multi;Morphosyntax;United States;northamerica;North America;MK;included
Preposition accuracy on a sentence repetition task in school age Spanish–English bilinguals;2018;45;1;JCL;English;Indo-European;English;multi;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Preposition accuracy on a sentence repetition task in school age Spanish–English bilinguals;2018;45;1;JCL;Spanish;Indo-European;other Indo-European;multi;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Preposition accuracy on a sentence repetition task in school age Spanish–English bilinguals;2018;45;1;JCL;English;Indo-European;English;multi;Morphosyntax;United States;northamerica;North America;MK;included
Reduplication facilitates early word segmentation;2018;45;1;JCL;English;Indo-European;English;both;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Reduplication facilitates early word segmentation;2018;45;1;JCL;English;Indo-European;English;both;Phonology;United Kingdom;northerneurope;Europe;MK;included
